Product category,Product category (english),Brand name,Retailer,Article no.,Article description,Article description (english),Picture url,Retail price,Old retail price,Currency,Rating,Number of reviews,Features,Features (english),Product link
Electric Coffee Maker,Electric Coffee Maker,Hamilton Beach,homedepot,0040094499021,FlexBrew Trio 12-Cup Black Drip Coffee Maker with Single Cup Brewer,FlexBrew Trio 12-Cup Black Drip Coffee Maker with Single Cup Brewer,https://images.thdstatic.com/productImages/bbabaa30-2b69-4a77-9d13-0bd67570b365/svn/black-hamilton-beach-drip-coffee-makers-49902-64_100.jpg,104.99,,USD,4.9008,121,"The Hamilton Beach FlexBrew Trio Coffee Maker lets you brew 3-ways. On the single-serving side, you'll enjoy fast brewing every morning because it brews a single cup in about 90-seconds. The single-serving side lets you brew 7-servings without refilling the 56 oz. water reservoir and provides multiple brewing options. You can brew a single cup with your favorite brand of pod (such as a K-Cup* pod) or brew with ground coffee. Using a pod lets you brew 6, 8, or 10 oz. of coffee, and brewing with coffee grounds lets you choose from 5-brewing sizes: 6, 8, 10, 12 or 14 oz. On the carafe side, you can brew up to 12-cups of coffee with your favorite grounds, plus you can set up wake-up ready coffee with Easy-Touch programming. You can pour yourself a cup before brewing is finished with Auto Pause and Pour, and 2-hours after brewing, the power automatically shuts off. No matter how you brew, Select-a-Brew lets you choose bold or regular brewing strengths. Includes a glass carafe, single-serve pod holder, single-serve brew basket and a cup rest with a storage area for either.","The Hamilton Beach FlexBrew Trio Coffee Maker lets you brew 3-ways. On the single-serving side, you'll enjoy fast brewing every morning because it brews a single cup in about 90-seconds. The single-serving side lets you brew 7-servings without refilling the 56 oz. water reservoir and provides multiple brewing options. You can brew a single cup with your favorite brand of pod (such as a K-Cup* pod) or brew with ground coffee. Using a pod lets you brew 6, 8, or 10 oz. of coffee, and brewing with coffee grounds lets you choose from 5-brewing sizes: 6, 8, 10, 12 or 14 oz. On the carafe side, you can brew up to 12-cups of coffee with your favorite grounds, plus you can set up wake-up ready coffee with Easy-Touch programming. You can pour yourself a cup before brewing is finished with Auto Pause and Pour, and 2-hours after brewing, the power automatically shuts off. No matter how you brew, Select-a-Brew lets you choose bold or regular brewing strengths. Includes a glass carafe, single-serve pod holder, single-serve brew basket and a cup rest with a storage area for either.",https://www.homedepot.com/p/Hamilton-Beach-FlexBrew-Trio-12-Cup-Black-Drip-Coffee-Maker-with-Single-Cup-Brewer-49902/317030432
Electric Coffee Maker,Electric Coffee Maker,BLACK+DECKER,homedepot,0050875816671,12-Cup Black Programmable Coffeemaker,12-Cup Black Programmable Coffeemaker,https://images.thdstatic.com/productImages/c2777849-062c-41d1-a444-fd7b3a3c5341/svn/black-black-decker-drip-coffee-makers-cm1160b-64_100.jpg,23.59,,USD,4.4024,333,"Brew your daily coffee fast with the BLACK, DECKER 12-Cup Programmable Coffeemaker. QuickTouch Programming buttons make it easy to set the 24-hour auto brew feature and shave some time off of your morning routine. Other useful features include Sneak-A-Cup Technology, the 12-Cup Duralife glass carafe, and a washable brew basket. Black, Decker and the Black, Decker logo are trademarks of The Black and Decker Corporation and are used under license. Cup equals approximately 5 oz. (varies by brewing technique).","Brew your daily coffee fast with the BLACK, DECKER 12-Cup Programmable Coffeemaker. QuickTouch Programming buttons make it easy to set the 24-hour auto brew feature and shave some time off of your morning routine. Other useful features include Sneak-A-Cup Technology, the 12-Cup Duralife glass carafe, and a washable brew basket. Black, Decker and the Black, Decker logo are trademarks of The Black and Decker Corporation and are used under license. Cup equals approximately 5 oz. (varies by brewing technique).",https://www.homedepot.com/p/BLACK-DECKER-12-Cup-Black-Programmable-Coffeemaker-CM1160B/313780615
Electric Contact Grill,Electric Contact Grill,Cuisinart,homedepot,0086279169297,Griddler 102 sq. in. Brushed Stainless Steel Indoor Grill with Removable Cooking Plates,Griddler 102 sq. in. Brushed Stainless Steel Indoor Grill with Removable Cooking Plates,https://images.thdstatic.com/productImages/4b7695b4-f532-4429-8ec1-9d76cf815f1c/svn/brushed-stainless-steel-cuisinart-indoor-grills-gr-4np1-64_100.jpg,99.95,,USD,4.5705,971,"With five separate cooking options, the Cuisinart Griddler can handle everything from pancakes and sausages to grilled cheese to steaks, hamburgers, and panini. A floating cover and one set of reversible plates turn the Griddler into a contact grill, panini press, full grill, full griddle, or half grill/half griddle. Dual temperature controls ensure everything is perfectly cooked every time on the removable dishwasher safe nonstick cooking plates for easy meals and clean up.","With five separate cooking options, the Cuisinart Griddler can handle everything from pancakes and sausages to grilled cheese to steaks, hamburgers, and panini. A floating cover and one set of reversible plates turn the Griddler into a contact grill, panini press, full grill, full griddle, or half grill/half griddle. Dual temperature controls ensure everything is perfectly cooked every time on the removable dishwasher safe nonstick cooking plates for easy meals and clean up.",https://www.homedepot.com/p/Cuisinart-Griddler-102-sq-in-Brushed-Stainless-Steel-Indoor-Grill-with-Removable-Cooking-Plates-GR-4NP1/314321169
Electric Coffee Maker,Electric Coffee Maker,BLACK+DECKER,homedepot,0050875505148,Brew'n Go Black Single Serve Coffee Maker with Travel Mug,Brew'n Go Black Single Serve Coffee Maker with Travel Mug,https://images.thdstatic.com/productImages/f3c8ede1-c9c8-4079-a73c-29d6f10690f5/svn/black-black-decker-single-serve-coffee-makers-dcm18-64_100.jpg,16.99,,USD,4.3286,213,"The BLACK+DECKER DCM18 Brew 'n Go Personal Coffeemaker is an ideal coffee maker for an active, on-the-go lifestyle. Your coffee brews directly into a 15 oz. thermal mug that fits most car cup holders. Convenient 1-touch operation and useful features like a removable filter basket with included permanent filter will make your morning coffee ritual a breeze.","The BLACK+DECKER DCM18 Brew 'n Go Personal Coffeemaker is an ideal coffee maker for an active, on-the-go lifestyle. Your coffee brews directly into a 15 oz. thermal mug that fits most car cup holders. Convenient 1-touch operation and useful features like a removable filter basket with included permanent filter will make your morning coffee ritual a breeze.",https://www.homedepot.com/p/BLACK-DECKER-Brew-n-Go-Black-Single-Serve-Coffee-Maker-with-Travel-Mug-DCM18/206667196
Electric Deep Fryer,Electric Deep Fryer,Presto,homedepot,0075741054667,12-Cup Immersion Element ProFry Deep Fryer,12-Cup Immersion Element ProFry Deep Fryer,https://images.thdstatic.com/productImages/8e6ebc91-1c37-471b-a1f7-b018f3689a4b/svn/stainless-presto-deep-fryers-05466-64_100.jpg,61.72,,USD,4.65,100,"The Presto ProFry 12-Cup Deep Fryer offers 1,800-Watt of power to help you quickly achieve the ideal oil temperature for a variety of foods. The deep fryer uses oblong-shaped baskets to easily fit larger foods such as chicken or fish and features an adjustable thermostat for quick temperature controls. A signal light alerts you when the oil has reached your set temperature and the cover and filter add safety by helping to prevent spattering.","The Presto ProFry 12-Cup Deep Fryer offers 1,800-Watt of power to help you quickly achieve the ideal oil temperature for a variety of foods. The deep fryer uses oblong-shaped baskets to easily fit larger foods such as chicken or fish and features an adjustable thermostat for quick temperature controls. A signal light alerts you when the oil has reached your set temperature and the cover and filter add safety by helping to prevent spattering.",https://www.homedepot.com/p/Presto-12-Cup-Immersion-Element-ProFry-Deep-Fryer-05466/100487689
Electric Deep Fryer,Electric Deep Fryer,CASO,homedepot,None,3.2 qt. Black Air Fryer with Barbecue Accessories,3.2 qt. Black Air Fryer with Barbecue Accessories,https://images.thdstatic.com/productImages/1179bbc3-e652-4531-80d0-5411ccf43a1c/svn/black-caso-air-fryers-13179-64_100.jpg,99.99,,USD,,,"CASO Design specializes in unique, innovative products that exceed expectations with German design and engineering. Enjoy all your favorite fried foods without the added fat using Caso's AF 350 convection air fryer with barbecue accessories. Using 90-percent less fat than conventional deep fryers, Caso's proprietary air circulation technology produces tasty food that is tender on the inside and crispy on the outside. You can also use it as an oven! The large frying basket holds up to 3.2 quarts of food - you'll be amazed at what you can prepare! Try it for french fries, onion rings, mozzarella sticks, chicken fingers, chicken wings, spring rolls, muffins, breakfast sandwiches, veggies, seafood, and more. Imagine all the flavor of fried foods without all the added fat made quick and easy.","CASO Design specializes in unique, innovative products that exceed expectations with German design and engineering. Enjoy all your favorite fried foods without the added fat using Caso's AF 350 convection air fryer with barbecue accessories. Using 90-percent less fat than conventional deep fryers, Caso's proprietary air circulation technology produces tasty food that is tender on the inside and crispy on the outside. You can also use it as an oven! The large frying basket holds up to 3.2 quarts of food - you'll be amazed at what you can prepare! Try it for french fries, onion rings, mozzarella sticks, chicken fingers, chicken wings, spring rolls, muffins, breakfast sandwiches, veggies, seafood, and more. Imagine all the flavor of fried foods without all the added fat made quick and easy.",https://www.homedepot.com/p/CASO-3-2-qt-Black-Air-Fryer-with-Barbecue-Accessories-13179/315272649
Electric Coffee Maker,Electric Coffee Maker,Cuisinart,homedepot,0086279170941,10-Cup Black Programmable Thermal Coffee Maker,10-Cup Black Programmable Thermal Coffee Maker,https://images.thdstatic.com/productImages/663b5f25-b606-477b-94e3-a270789d40a7/svn/black-cuisinart-drip-coffee-makers-dcc-1150bkp1-64_100.jpg,99.95,,USD,4.2222,297,"A nice addition to any modern kitchen, this fully automatic 10-cup coffee maker features 24-hour programmability--great for waking up to the aroma of freshly brewed coffee. The unit offers a 1- to 4-cup setting for brewing a smaller amount without compromising flavor, and its brew-pause function allows for pouring a cup before the brew cycle has completed. The included 10-cup double-wall insulated thermal carafe comes with a generous stay-cool handle and a dripless pour spout for comfortable, drip-free serving. Providing added convenience, the coffeemaker automatically shuts off at the end of the brewing cycle, and its 60-second reset ""remembers"" where it was in the brewing process and settings. Accessories include a charcoal water filter, a gold-tone filter, and a user manual. With its classic design and stainless accents, the stylish coffee maker measures approximately 8 x 9 x 13 in. and carries a 3-year limited warranty.","A nice addition to any modern kitchen, this fully automatic 10-cup coffee maker features 24-hour programmability--great for waking up to the aroma of freshly brewed coffee. The unit offers a 1- to 4-cup setting for brewing a smaller amount without compromising flavor, and its brew-pause function allows for pouring a cup before the brew cycle has completed. The included 10-cup double-wall insulated thermal carafe comes with a generous stay-cool handle and a dripless pour spout for comfortable, drip-free serving. Providing added convenience, the coffeemaker automatically shuts off at the end of the brewing cycle, and its 60-second reset ""remembers"" where it was in the brewing process and settings. Accessories include a charcoal water filter, a gold-tone filter, and a user manual. With its classic design and stainless accents, the stylish coffee maker measures approximately 8 x 9 x 13 in. and carries a 3-year limited warranty.",https://www.homedepot.com/p/Cuisinart-10-Cup-Black-Programmable-Thermal-Coffee-Maker-DCC-1150BKP1/314321160
Electric Coffee Maker,Electric Coffee Maker,Melitta,homedepot,0842908100266,Aroma Fresh Grind and Brew Coffee Maker,Aroma Fresh Grind and Brew Coffee Maker,https://images.thdstatic.com/productImages/7556676a-eb3c-4e92-990f-bfd249a85f0b/svn/white-melitta-drip-coffee-makers-mgb002pulwh0-64_100.jpg,199.99,,USD,4.5185,27,"A filter coffee maker equipped with an integrated grinder. You can prepare delicious filter coffee from freshly ground coffee beans to your personal taste, as the grinding level and coffee strength have a variety of settings. The grinder can be turned off so you can also make coffee using pre-ground coffee. Comes with a trial pack of Melitta #4 Filter Paper.","A filter coffee maker equipped with an integrated grinder. You can prepare delicious filter coffee from freshly ground coffee beans to your personal taste, as the grinding level and coffee strength have a variety of settings. The grinder can be turned off so you can also make coffee using pre-ground coffee. Comes with a trial pack of Melitta #4 Filter Paper.",https://www.homedepot.com/p/Melitta-Aroma-Fresh-Grind-and-Brew-Coffee-Maker-MGB002PULWH0/309919053
Electric Coffee Maker,Electric Coffee Maker,Hamilton Beach,homedepot,0040094493166,12-Cup Black Drip Coffee Maker with Glass Carafe,12-Cup Black Drip Coffee Maker with Glass Carafe,https://images.thdstatic.com/productImages/3dee3610-a881-419b-95b0-d7b9fc511d8a/svn/black-hamilton-beach-drip-coffee-makers-49316r-64_100.jpg,19.88,26.51,USD,4.4865,37,"This Black Switch Coffee Maker brews up to 12 cups of coffee and features a convenient Pause and Serve function to let you pour a cup even in the middle of the brewing process. It comes with a glass carafe, nonstick hot plate and a large water window. A cord storage allows you to keep your countertop nice and tidy.","This Black Switch Coffee Maker brews up to 12 cups of coffee and features a convenient Pause and Serve function to let you pour a cup even in the middle of the brewing process. It comes with a glass carafe, nonstick hot plate and a large water window. A cord storage allows you to keep your countertop nice and tidy.",https://www.homedepot.com/p/Hamilton-Beach-12-Cup-Black-Drip-Coffee-Maker-with-Glass-Carafe-49316R/302921088
Electric Coffee Maker,Electric Coffee Maker,Hamilton Beach,homedepot,0040094920938,The Scoop 1. 75-Cup Stainless Steel Coffee Maker,The Scoop 1. 75-Cup Stainless Steel Coffee Maker,https://images.thdstatic.com/productImages/af0d3d56-c6d6-4f89-8a11-df6b826cfa8d/svn/stainless-steel-hamilton-beach-drip-coffee-makers-49981a-64_100.jpg,49.99,,USD,5.0,1,"The Scoop Single-Serve Coffeemaker goes where no coffeemaker has gone before, brewing hotter, faster and better-tasting coffee than most gourmet machines out there. And, its benefits don't stop there. The Scoop Coffeemaker utilizes the simplicity of ground coffee and brews a customizable cup quickly: an 8 oz. cup in less than 90-seconds or a 14 oz. travel mug in under two-and-a-half minutes. Aside from its versatility in using inexpensive coffee grounds to brew a great-tasting cup, The Scoop Coffeemaker is designed for ultra-simple preparation in three straightforward steps: 1) Scoop 2) Place 3) Brew. It features a steel mesh scoop for filtering freshly ground coffee and comes with a built-in, adjustable stand that flips to accommodate a standard-size cup or a taller travel mug. All in all, The Scoop Single-Serve Coffeemaker offers affordability and no fuss with lots of options. There's no need for extra equipment, high-tech buttons or extra equipment, either.","The Scoop Single-Serve Coffeemaker goes where no coffeemaker has gone before, brewing hotter, faster and better-tasting coffee than most gourmet machines out there. And, its benefits don't stop there. The Scoop Coffeemaker utilizes the simplicity of ground coffee and brews a customizable cup quickly: an 8 oz. cup in less than 90-seconds or a 14 oz. travel mug in under two-and-a-half minutes. Aside from its versatility in using inexpensive coffee grounds to brew a great-tasting cup, The Scoop Coffeemaker is designed for ultra-simple preparation in three straightforward steps: 1) Scoop 2) Place 3) Brew. It features a steel mesh scoop for filtering freshly ground coffee and comes with a built-in, adjustable stand that flips to accommodate a standard-size cup or a taller travel mug. All in all, The Scoop Single-Serve Coffeemaker offers affordability and no fuss with lots of options. There's no need for extra equipment, high-tech buttons or extra equipment, either.",https://www.homedepot.com/p/Hamilton-Beach-The-Scoop-1-75-Cup-Stainless-Steel-Coffee-Maker-49981A/317413842
Electric cooking plate,Electric cooking plate,Cuisinart,homedepot,0086279178183,Single Burner 7.5 in. Brushed Stainless Cast Iron Hot Plate with Temperature Control,Single Burner 7.5 in. Brushed Stainless Cast Iron Hot Plate with Temperature Control,https://images.thdstatic.com/productImages/b44afdcc-0410-4dfa-b8b1-3df7514871b4/svn/brushed-stainless-steel-cuisinart-hot-plates-cb-30p1-64_100.jpg,60.54,,USD,4.5266,169,"The Cuisinart Cast Iron Burner is just the solution when it comes to cooking for a crowd. The compact burner features an 8 in., heavy duty 1300-Watt, cast iron plate for even heat distribution. It will easily bring a 12-Qt. pot of water (and larger) to a rolling boil. With brushed stainless steel housing and easy-to-read, adjustable thermostat with ON and READY indicator lights, this space-saving burner is just the extra help you need.","The Cuisinart Cast Iron Burner is just the solution when it comes to cooking for a crowd. The compact burner features an 8 in., heavy duty 1300-Watt, cast iron plate for even heat distribution. It will easily bring a 12-Qt. pot of water (and larger) to a rolling boil. With brushed stainless steel housing and easy-to-read, adjustable thermostat with ON and READY indicator lights, this space-saving burner is just the extra help you need.",https://www.homedepot.com/p/Cuisinart-Single-Burner-7-5-in-Brushed-Stainless-Cast-Iron-Hot-Plate-with-Temperature-Control-CB-30P1/314321165
Electric cooking plate,Electric cooking plate,Cuisinart,homedepot,0086279008091,12 in. x 15 in. Stainless Steel Non-Stick Electric Skillet,12 in. x 15 in. Stainless Steel Non-Stick Electric Skillet,https://images.thdstatic.com/productImages/36d30564-94aa-4e10-ae2b-b082344f74bb/svn/stainless-steel-cuisinart-electric-skillets-csk-150-64_100.jpg,139.99,,USD,4.3551,138,"The Cuisinart CSK-150 Electric Skillet is one of the most versatile countertop cooking appliances on the market. A temperature probe adjusts from warm to 450°F and can be removed to make the skillet dishwasher safe. The non-stick cooking surface is ideal for low-fat or no-fat cooking and is big enough for family orders of pancakes, fajitas with friends.","The Cuisinart CSK-150 Electric Skillet is one of the most versatile countertop cooking appliances on the market. A temperature probe adjusts from warm to 450°F and can be removed to make the skillet dishwasher safe. The non-stick cooking surface is ideal for low-fat or no-fat cooking and is big enough for family orders of pancakes, fajitas with friends.",https://www.homedepot.com/p/Cuisinart-12-in-x-15-in-Stainless-Steel-Non-Stick-Electric-Skillet-CSK-150/204382347
Electric Crepe maker,Electric Crepe maker,Presto,homedepot,0075741070803,112.5 sq. in. Black Non-Stick PanGogh Electric Griddle Pancake Art Kit,112.5 sq. in. Black Non-Stick PanGogh Electric Griddle Pancake Art Kit,https://images.thdstatic.com/productImages/06630cca-0e0b-49c2-91bd-0beb233fc46b/svn/black-presto-electric-griddles-07080-64_100.jpg,36.24,,USD,4.6667,6,"Create your own pancake art with the PanGogh pancake art griddle. Nonstick templates and four batter bottles help you create colorful designs. Simply fill in a template with colored pancake batter. Or design your own art and start a pancake art challenge! Griddle features a canvas-colored, nonstick cooking surface and four-sided, cool-touch surround that doubles as a frame for your pancake art. Just draw, flip, peel, and share your creations. Tag us on Instagram or Facebook at #PanGoghArt. In addition to making pancake art, the PanGogh griddle is great for eggs, french toast, cottage fries, and grilled cheese. Griddle and template are fully immersible and dishwasher safe for easy cleaning. Pancake art kit includes a cool-touch griddle with nonstick coating, two fine-tipped and two standard-tipped batter bottles, and a double-sided, nonstick pancake art template (lion and ice cream cone template included). Additional pancake art templates featuring summer fun, spooky characters, happy holidays and more are sold separately at www.PrestoPanGogh.com.This product is intended for use only by persons 13 years of age and older.","Create your own pancake art with the PanGogh pancake art griddle. Nonstick templates and four batter bottles help you create colorful designs. Simply fill in a template with colored pancake batter. Or design your own art and start a pancake art challenge! Griddle features a canvas-colored, nonstick cooking surface and four-sided, cool-touch surround that doubles as a frame for your pancake art. Just draw, flip, peel, and share your creations. Tag us on Instagram or Facebook at #PanGoghArt. In addition to making pancake art, the PanGogh griddle is great for eggs, french toast, cottage fries, and grilled cheese. Griddle and template are fully immersible and dishwasher safe for easy cleaning. Pancake art kit includes a cool-touch griddle with nonstick coating, two fine-tipped and two standard-tipped batter bottles, and a double-sided, nonstick pancake art template (lion and ice cream cone template included). Additional pancake art templates featuring summer fun, spooky characters, happy holidays and more are sold separately at www.PrestoPanGogh.com.This product is intended for use only by persons 13 years of age and older.",https://www.homedepot.com/p/Presto-112-5-sq-in-Black-Non-Stick-PanGogh-Electric-Griddle-Pancake-Art-Kit-07080/306524716
Electric Crepe maker,Electric Crepe maker,Presto,homedepot,0075741070711,Tilt and Fold 210 sq. in. Black Electric Griddle with Temperature Sensor,Tilt and Fold 210 sq. in. Black Electric Griddle with Temperature Sensor,https://images.thdstatic.com/productImages/2bd21c12-19cf-4ece-9843-4a84c0fdc9dd/svn/glossy-black-presto-electric-griddles-07071-64_100.jpg,42.42,,USD,4.5208,96,"TiltnDrain feature. Griddle easily adjusts from a level grilling surface for eggs and pancakes to a tilted draining surface for meats. Simply lift the tilt lever to tilt the grilling surface. Push the lever back in to return to a level surface. Foldaway feature. Legs fold up for compact storage. Saves valuable cabinet space. Efficient ""square"" shape holds more pancakes, eggs, and sandwiches than most conventional rectangular griddles. The heavy cast aluminum base with premium nonstick surface assures stick-free cooking and easy cleaning. Slide-out drip tray empties easily. Control Master heat control maintains the proper cooking temperature automatically.","TiltnDrain feature. Griddle easily adjusts from a level grilling surface for eggs and pancakes to a tilted draining surface for meats. Simply lift the tilt lever to tilt the grilling surface. Push the lever back in to return to a level surface. Foldaway feature. Legs fold up for compact storage. Saves valuable cabinet space. Efficient ""square"" shape holds more pancakes, eggs, and sandwiches than most conventional rectangular griddles. The heavy cast aluminum base with premium nonstick surface assures stick-free cooking and easy cleaning. Slide-out drip tray empties easily. Control Master heat control maintains the proper cooking temperature automatically.",https://www.homedepot.com/p/Presto-Tilt-and-Fold-210-sq-in-Black-Electric-Griddle-with-Temperature-Sensor-07071/300480362
Electric Ice machine,Electric Ice machine,Samsung,homedepot,0887276341286,"23 cu. ft. 3-Door French Door Refrigerator in Stainless Steel with CoolSelect Pantry, Counter Depth","23 cu. ft. 3-Door French Door Refrigerator in Stainless Steel with CoolSelect Pantry, Counter Depth",https://images.thdstatic.com/productImages/f187cfc6-f4c6-4195-95e1-ad21b18c38a5/svn/fingerprint-resistant-stainless-steel-samsung-french-door-refrigerators-rf23r6201sr-64_100.jpg,2608,2899,USD,4.25,1344,"A full depth refrigerator that is beautifully designed, with a minimal dispenser, sleek-edge doors, and modern handles. CoolSelect Pantry provides a full-width drawer to chill or defrost food to ideal temperatures. Now available in beautiful Tuscan Stainless.","A full depth refrigerator that is beautifully designed, with a minimal dispenser, sleek-edge doors, and modern handles. CoolSelect Pantry provides a full-width drawer to chill or defrost food to ideal temperatures. Now available in beautiful Tuscan Stainless.",https://www.homedepot.com/p/Samsung-23-cu-ft-3-Door-French-Door-Refrigerator-in-Stainless-Steel-with-CoolSelect-Pantry-Counter-Depth-RF23R6201SR/310428856
Electric Coffee Maker,Electric Coffee Maker,Cuisinart,homedepot,0086279029485,COFFEE PLUS 12-Cup Black Drip Coffee Maker with Automatic Shut-Off,COFFEE PLUS 12-Cup Black Drip Coffee Maker with Automatic Shut-Off,https://images.thdstatic.com/productImages/7822755c-f355-4e6d-9dba-0e5e2a0794b2/svn/black-cuisinart-drip-coffee-makers-chw-12-64_100.jpg,99.95,,USD,4.4475,914,"Fresh, delicious coffee is only the beginning. This incredible hot beverage machine comes complete with all your favorite features, like 24 hour programmability, carafe temperature control , Brew Pause, and the ultra-convenient Hot Water System. Now, you're never more than a minute away from enjoying your favorite instant soup, hot coca, tea and more. Coffeemaker includes a charcoal water filter and Gold Tone Filter that removes impurities that can alter the taste of your beverages.","Fresh, delicious coffee is only the beginning. This incredible hot beverage machine comes complete with all your favorite features, like 24 hour programmability, carafe temperature control , Brew Pause, and the ultra-convenient Hot Water System. Now, you're never more than a minute away from enjoying your favorite instant soup, hot coca, tea and more. Coffeemaker includes a charcoal water filter and Gold Tone Filter that removes impurities that can alter the taste of your beverages.",https://www.homedepot.com/p/Cuisinart-COFFEE-PLUS-12-Cup-Black-Drip-Coffee-Maker-with-Automatic-Shut-Off-CHW-12/202772280
Electric Deep Fryer,Electric Deep Fryer,Cuisinart,homedepot,0086279095848,Extra-Large Rotisserie Deep Fryer,Extra-Large Rotisserie Deep Fryer,https://images.thdstatic.com/productImages/097cfe06-c04b-458d-af75-10843e0b75a4/svn/silver-cuisinart-deep-fryers-cdf-500-64_100.jpg,249.95,,USD,4.5556,18,"Cuisinart Extra Large Rotisserie Fryer and Steamer fits a whole turkey of up to 14 lbs. It features fry fowl, vegetables, doughnuts along with steam setting to cook oil-free meals. It has safe and cool-touch mesh basket handle. This appliance features an adjustable temperature control with 120-minute timer.","Cuisinart Extra Large Rotisserie Fryer and Steamer fits a whole turkey of up to 14 lbs. It features fry fowl, vegetables, doughnuts along with steam setting to cook oil-free meals. It has safe and cool-touch mesh basket handle. This appliance features an adjustable temperature control with 120-minute timer.",https://www.homedepot.com/p/Cuisinart-Extra-Large-Rotisserie-Deep-Fryer-CDF-500/307805133
Electric Deep Fryer,Electric Deep Fryer,Cuisinart,homedepot,0086279095794,Deep Fryer,Deep Fryer,https://images.thdstatic.com/productImages/32350d3e-141e-4f9a-b2af-ab13ee3d477e/svn/stainless-steel-cuisinart-deep-fryers-cdf-170-64_100.jpg,79.99,,USD,4.3797,79,"An 1800-Watt immersion-style heating element makes the heat-up and recovery time for the Cuisinart Deep Fryer fast and efficient. With a powerful heating element that offers uniform high heat throughout cooking, it perfectly fries potatoes, onion rings, seafood, chicken, tempura, and even donuts. The control panel makes operation simple, and it offers precise timing and temperature control.","An 1800-Watt immersion-style heating element makes the heat-up and recovery time for the Cuisinart Deep Fryer fast and efficient. With a powerful heating element that offers uniform high heat throughout cooking, it perfectly fries potatoes, onion rings, seafood, chicken, tempura, and even donuts. The control panel makes operation simple, and it offers precise timing and temperature control.",https://www.homedepot.com/p/Cuisinart-Deep-Fryer-CDF-170/300864199
Electric Deep Fryer,Electric Deep Fryer,Krups,homedepot,0010942220503,Deep Fryer,Deep Fryer,https://images.thdstatic.com/productImages/46e1d630-c3a4-4424-81ef-1abf24556ec3/svn/stainless-krups-deep-fryers-kj502d51-64_100.jpg,92.19,,USD,4.4444,54,"The Krups KJ502 Professional Deep Fryer offers a large capacity - 4.5 l of oil and 2.6 lbs. of food - as well as 3 frying baskets for greater versatility. For heavy frying you can use the larger basket, for a larger family, you can fry two different ingredients /foods at the same time with the two smaller baskets. The product with its manual and preset functions is designed to accomodate both the experienced/adventurous or the novice fryer. For your favorite and tried and true fried foods, you can use 1 of the 4 preset functions to fry chicken nuggets, fries, onion rings - which will be fried at the optimal time and temperature to ensure you get the best results. For more customized frying needs, you can use the manual settings to fry according to your taste preference. This apliance also offers a large viewing window to easily check on our food while it is frying. The integrated odor filter ensures an enjoyable frying experience without the small. The cool touch handles and a breakaway cord ensures you will have a safe and fun frying experience.","The Krups KJ502 Professional Deep Fryer offers a large capacity - 4.5 l of oil and 2.6 lbs. of food - as well as 3 frying baskets for greater versatility. For heavy frying you can use the larger basket, for a larger family, you can fry two different ingredients /foods at the same time with the two smaller baskets. The product with its manual and preset functions is designed to accomodate both the experienced/adventurous or the novice fryer. For your favorite and tried and true fried foods, you can use 1 of the 4 preset functions to fry chicken nuggets, fries, onion rings - which will be fried at the optimal time and temperature to ensure you get the best results. For more customized frying needs, you can use the manual settings to fry according to your taste preference. This apliance also offers a large viewing window to easily check on our food while it is frying. The integrated odor filter ensures an enjoyable frying experience without the small. The cool touch handles and a breakaway cord ensures you will have a safe and fun frying experience.",https://www.homedepot.com/p/Krups-Deep-Fryer-KJ502D51/300332120
